CSN2,APOO,CANT1,,KLHL18,,IL10RB-DT,,,,,,,,,,,,,,,,,,,,,,
CYCSP19,SLC2A13,SLBP,,GOLGA7,,AMPH,,,,,,,,,,,,,,,,,,,,,,
ZIC3,GJA4,GDAP2,,C14orf28,,MESD,,,,,,,,,,,,,,,,,,,,,,
ANKAR,ERVFRD-1,GSR,,SNORC,,IRF1,,,,,,,,,,,,,,,,,,,,,,
CYCSP33,LHB,MFHAS1,,AOC3,,TMEM161B-DT,,,,,,,,,,,,,,,,,,,,,,
KCTD16,CRABP2,LINC00239,,AGPAT4-IT1,,PSMC1,,,,,,,,,,,,,,,,,,,,,,
MGAM2,SPNS2,RP2,,ID4,,GNG5,,,,,,,,,,,,,,,,,,,,,,
LINC00299,CHST1,LYPLA2,,RNF125,,ASCC3,,,,,,,,,,,,,,,,,,,,,,
TERLR1,ZNF383,LSM12,,SYTL3,,VAMP3,,,,,,,,,,,,,,,,,,,,,,
FLNB-AS1,THY1,PLSCR1,,DNAI7,,ANXA7,,,,,,,,,,,,,,,,,,,,,,
TRIM15,ZNF697,GOSR1,,TMTC1,,NUP54,,,,,,,,,,,,,,,,,,,,,,
HSPD1P21,RAB17,ALAS1,,LRIG1,,TMEM167A,,,,,,,,,,,,,,,,,,,,,,
WFDC6,KRTCAP3,PYROXD2,,ANKDD1A,,UMAD1,,,,,,,,,,,,,,,,,,,,,,
FGF13-AS1,KIF3A,UHRF1,,CHCHD5,,PCTP,,,,,,,,,,,,,,,,,,,,,,
SPATA31G1,RBM12,BLTP2,,HPSE,,RPN1,,,,,,,,,,,,,,,,,,,,,,
FENDRR,ABCA7,PICK1,,TMEM71,,OSTF1,,,,,,,,,,,,,,,,,,,,,,
OR2H1,CCDC179,DHDDS,,ANGPTL4,,CTU2,,,,,,,,,,,,,,,,,,,,,,
MAP3K9-DT,EIF1AX,ITPKC,,TRAPPC1,,TMCO1,,,,,,,,,,,,,,,,,,,,,,
COLEC10,ARAP3,ADAMTS4,,P2RY14,,ERP44,,,,,,,,,,,,,,,,,,,,,,
PCDH15,PHYHD1,PRDX3,,RHPN2,,GHITM,,,,,,,,,,,,,,,,,,,,,,
PRKAR1AP1,PROK1,FBXO8,,ROCK1P1,,DGKG,,,,,,,,,,,,,,,,,,,,,,
CACNG7,COL18A1,KDELR1,,ASCL4,,MFSD11,,,,,,,,,,,,,,,,,,,,,,
KRTAP5-AS1,SMS,HCFC1,,SLC22A1,,MAP7D1,,,,,,,,,,,,,,,,,,,,,,
SLC25A31,TRAK1,TSPAN19,,LINC02649,,NMT1,,,,,,,,,,,,,,,,,,,,,,
FFAR4,SFI1,CCP110,,SFT2D1,,C1orf50,,,,,,,,,,,,,,,,,,,,,,
SSMEM1,ESRP1,EFHD2,,GBGT1,,MON1B,,,,,,,,,,,,,,,,,,,,,,
GLRA3,FDXR,BCAP31,,LINC01433,,OSBPL11,,,,,,,,,,,,,,,,,,,,,,
HEXA-AS1,ITPRIP,INF2,,TNFRSF10D,,RHOA,,,,,,,,,,,,,,,,,,,,,,
LINC00955,LAMC3,TMEM248,,LUC7L3,,CBFB,,,,,,,,,,,,,,,,,,,,,,
PLEKHS1,RPUSD3,COASY,,FHL5,,HARS1,,,,,,,,,,,,,,,,,,,,,,
ASZ1,CDX1,UBE3C,,NPY5R,,NFYC,,,,,,,,,,,,,,,,,,,,,,
SPMAP1,APLNR,RFC2,,LSP1,,MKS1,,,,,,,,,,,,,,,,,,,,,,
MIR31HG,FRG2DP,CLEC6A,,ADCY2,,GARS1,,,,,,,,,,,,,,,,,,,,,,
NOL4,KDM5B,AMPD2,,APBA2,,BZW1,,,,,,,,,,,,,,,,,,,,,,
VSIG1,VASN,SDSL,,IL1R2,,GMIP,,,,,,,,,,,,,,,,,,,,,,
PTCHD1-AS,CC2D1A,SARS1,,PLCB2,,WDR41,,,,,,,,,,,,,,,,,,,,,,
LINC02225,RPP40,SAP30BP,,TBP,,H3-3B,,,,,,,,,,,,,,,,,,,,,,
RGS8,C19orf44,TFB1M,,LIN7A,,TRIP4,,,,,,,,,,,,,,,,,,,,,,
CREB3L3,SCLT1,UBR7,,APOBEC3A,,CSNK1D,,,,,,,,,,,,,,,,,,,,,,
FAM24A,IRX3,DHX38,,ABHD1,,ARPC1A,,,,,,,,,,,,,,,,,,,,,,
FGF6,PDLIM1,NPC1,,CRAMP1,,FPGS,,,,,,,,,,,,,,,,,,,,,,
YAE1-DT,ITIH2,TTI2,,TREML2,,SAMD9L,,,,,,,,,,,,,,,,,,,,,,
C1QL1,SIGLEC17P,CDT1,,GLA,,NFKBIE,,,,,,,,,,,,,,,,,,,,,,
TAS2R39,CDH7,ACOD1,,FZD3,,UTP3,,,,,,,,,,,,,,,,,,,,,,
IL17A,MSMP,MCM5,,TNFRSF10C,,CNDP2,,,,,,,,,,,,,,,,,,,,,,
DEPDC4,ZNF146,LETM1,,TEX13C,,FCGR2A,,,,,,,,,,,,,,,,,,,,,,
LINC00330,CHST2,SERTAD1,,NPSR1,,UBE2I,,,,,,,,,,,,,,,,,,,,,,
RNF215,RPL31,SPAG5,,UTS2,,BAZ1B,,,,,,,,,,,,,,,,,,,,,,
VIPR2,PCOLCE,LTBR,,KRTAP6-2,,LMAN2,,,,,,,,,,,,,,,,,,,,,,
PKDREJ,ZNF518B,RAB5C,,ZFYVE28,,TLK2,,,,,,,,,,,,,,,,,,,,,,
CLCA3P,PUDP,PLEKHM1,,CELF2,,AKIRIN2,,,,,,,,,,,,,,,,,,,,,,
H2BC3,DDX20,GCH1,,PRXL2A,,CLDN12,,,,,,,,,,,,,,,,,,,,,,
TMEM132D-AS2,ZNF17,NAA60,,EYA4,,FAM174A,,,,,,,,,,,,,,,,,,,,,,
SPHKAP,GSDMD,PIM1,,COQ2,,EFTUD2,,,,,,,,,,,,,,,,,,,,,,
TPM3P8,PCED1A,UNC13D,,ZNF648,,PARP9,,,,,,,,,,,,,,,,,,,,,,
SHCBP1L,MIR381,TMEM273,,TPRA1,,LILRA1,,,,,,,,,,,,,,,,,,,,,,
PWRN2,ROR2,CHMP7,,CXCL1,,RTCA,,,,,,,,,,,,,,,,,,,,,,
SERPINF2,WDTC1,CHMP2B,,THRSP,,CFL1,,,,,,,,,,,,,,,,,,,,,,
GJD4,ZNF571,KRT12,,PPP1R11,,EGR1,,,,,,,,,,,,,,,,,,,,,,
LINC02400,TRIM62,CDCA4,,OXER1,,PARP12,,,,,,,,,,,,,,,,,,,,,,
EPHA10,SV2B,NCAPH2,,FCGRT,,TOR3A,,,,,,,,,,,,,,,,,,,,,,
LINC02763,RALGDS,ANKRD22,,RELN,,C3orf38,,,,,,,,,,,,,,,,,,,,,,
LINC01243,MIR1265,ATP1A1,,TNFAIP3,,COPB2,,,,,,,,,,,,,,,,,,,,,,
EPO,ACAD10,ATP6AP1,,SASS6,,NUDC,,,,,,,,,,,,,,,,,,,,,,
LINC01976,COL6A2,CALR,,GTF2IRD1,,GBP2,,,,,,,,,,,,,,,,,,,,,,
LINC02833,ZFP1,KIAA0319L,,APEX2,,MICU1,,,,,,,,,,,,,,,,,,,,,,
SCNN1G,PRL,ASF1B,,SH3BGRL2,,CLPTM1L,,,,,,,,,,,,,,,,,,,,,,
RPL23AP74,VMO1,EWSR1,,KRT75,,SIPA1L2,,,,,,,,,,,,,,,,,,,,,,
LINC02901,ZNF22,ERI1,,TBPL1,,TM2D2,,,,,,,,,,,,,,,,,,,,,,
LRRC63,VRK1,RHEB,,LIX1,,INHBA,,,,,,,,,,,,,,,,,,,,,,
AKAP14,CPOX,KPNA6,,COG7,,SNX20,,,,,,,,,,,,,,,,,,,,,,
TAS2R64P,LRP5L,LRPAP1,,ZNF142,,CASP3,,,,,,,,,,,,,,,,,,,,,,
UGT2A1,HS3ST2,MAFG,,SNX29,,TNPO3,,,,,,,,,,,,,,,,,,,,,,
UGT2A2,PGBD5,H1-10,,NBPF22P,,ERP29,,,,,,,,,,,,,,,,,,,,,,
FAM230I,MYOZ3,MRPS23,,LHX2,,PICALM,,,,,,,,,,,,,,,,,,,,,,
DDX53,MYO1D,POLRMT,,CEACAM1,,LRRC45,,,,,,,,,,,,,,,,,,,,,,
LBX1-AS1,PABPC1,CENPU,,EEFSEC,,CFAP20DC,,,,,,,,,,,,,,,,,,,,,,
SRCAP,MYO5A,LYZ,,MGAT1,,C2CD2L,,,,,,,,,,,,,,,,,,,,,,
CPXCR1,C1QTNF6,RNF126,,ASAP2,,SECTM1,,,,,,,,,,,,,,,,,,,,,,
CPLX3,MAP3K12,EIF4EBP1,,SNORD4A,,COQ8B,,,,,,,,,,,,,,,,,,,,,,
DEFB104A,TMEM38A,MED10,,NFKBIA,,PGGT1B,,,,,,,,,,,,,,,,,,,,,,
DEFB104B,SPATA20,SAPCD2,,BRF2,,LMNB1,,,,,,,,,,,,,,,,,,,,,,
HMGN2P17,IL17D,CD300LF,,ABCC8,,FAM90A1,,,,,,,,,,,,,,,,,,,,,,
HMGN2P41,RASL10A,NDE1,,E2F4,,RFX1,,,,,,,,,,,,,,,,,,,,,,
HMGN2P5,GAS6,LAMTOR5,,ACACA,,ENOPH1,,,,,,,,,,,,,,,,,,,,,,
HMGN2P6,HEY1,HGS,,WNT9B,,CALM1,,,,,,,,,,,,,,,,,,,,,,
HMGN2P7,DENND6B,CNOT3,,TFEB,,LCMT1,,,,,,,,,,,,,,,,,,,,,,
SLC7A14-AS1,PKIG,NAPA,,VIP,,PARP4,,,,,,,,,,,,,,,,,,,,,,
LINC02994,FAM110D,RLBP1,,CYBC1,,FOLR3,,,,,,,,,,,,,,,,,,,,,,
TPT1,SALL2,TOMM40,,MGARP,,ZNF622,,,,,,,,,,,,,,,,,,,,,,
LRRIQ1,FBXW4,GET3,,ANKRD33,,ATF6,,,,,,,,,,,,,,,,,,,,,,
LINC01220,PREX1,MFSD14A,,CLU,,PFN1,,,,,,,,,,,,,,,,,,,,,,
LINC00334,DNAJB14,PEX14,,MEOX2,,IDH1,,,,,,,,,,,,,,,,,,,,,,
MYF5,ANKRD46,EHBP1L1,,GCSAML,,MIDN,,,,,,,,,,,,,,,,,,,,,,
SLC51B,ITGB5,STRIP2,,NKG7,,CCZ1,,,,,,,,,,,,,,,,,,,,,,
CASC18,ZNF195,DPY19L1,,TMEM100,,BUD31,,,,,,,,,,,,,,,,,,,,,,
LINC00382,ZFX,CIB1,,,,TNFRSF1A,,,,,,,,,,,,,,,,,,,,,,
GABRR2,SWSAP1,RIPOR1,,,,NADK,,,,,,,,,,,,,,,,,,,,,,
LINC02582,ROBO2,TRIML2,,,,CERS2,,,,,,,,,,,,,,,,,,,,,,
RPL23A,GPR68,HNRNPM,,,,TNFRSF12A,,,,,,,,,,,,,,,,,,,,,,
RPL23AP42,COL5A3,ME2,,,,NAGA,,,,,,,,,,,,,,,,,,,,,,
RPL23AP65,MYCT1,PHLDA1,,,,DMXL2,,,,,,,,,,,,,,,,,,,,,,
CCDC83,PPL,DHPS,,,,RCC1L,,,,,,,,,,,,,,,,,,,,,,
LINC02237,CNN2,LDLR,,,,SYK,,,,,,,,,,,,,,,,,,,,,,
PCGEM1,C20orf202,MAP6,,,,ANXA11,,,,,,,,,,,,,,,,,,,,,,
PHACTR2-AS1,MRPL3,ALDOA,,,,SPP1,,,,,,,,,,,,,,,,,,,,,,
FAM170B,SH3D19,ERAP1,,,,VAMP8,,,,,,,,,,,,,,,,,,,,,,
NKILA,CCRL2,CSMD1,,,,CHTF8,,,,,,,,,,,,,,,,,,,,,,
ANXA10,NEK8,LRWD1,,,,HOXB7,,,,,,,,,,,,,,,,,,,,,,
OTX2,TMEM91,FAAP24,,,,NRF1,,,,,,,,,,,,,,,,,,,,,,
VN1R3,INTS3,RAB40C,,,,SUPT4H1,,,,,,,,,,,,,,,,,,,,,,
XKR4,SCAMP2,ZNF653,,,,GALK2,,,,,,,,,,,,,,,,,,,,,,
LINC01103,DCAF13,PSMD2,,,,PSME2,,,,,,,,,,,,,,,,,,,,,,
PSORS1C1,LINC00240,SFXN1,,,,PNPLA8,,,,,,,,,,,,,,,,,,,,,,
RPL23AP2,ADGRG1,VPS33A,,,,FCGR3A,,,,,,,,,,,,,,,,,,,,,,
SYT9,PGLYRP2,SEMA6B,,,,TMEM51,,,,,,,,,,,,,,,,,,,,,,
CELA3B,RDH8,HDGFL2,,,,C1QA,,,,,,,,,,,,,,,,,,,,,,
TNP2,CITED4,NOC4L,,,,BTK,,,,,,,,,,,,,,,,,,,,,,
MAP3K14-AS1,CARD9,TRIM35,,,,MFNG,,,,,,,,,,,,,,,,,,,,,,
TMSB10,PHYHIP,GRPEL1,,,,YARS1,,,,,,,,,,,,,,,,,,,,,,
ERICH6,TIGD2,BIN3,,,,SMAP2,,,,,,,,,,,,,,,,,,,,,,
LINC02355,MARCHF2,RALB,,,,CEP55,,,,,,,,,,,,,,,,,,,,,,
RP1,FRAT1,DHX30,,,,AGA,,,,,,,,,,,,,,,,,,,,,,
STARD7,TNR,GIPC1,,,,WTAP,,,,,,,,,,,,,,,,,,,,,,
LINC02934,ANKRD49,TFG,,,,ST3GAL2,,,,,,,,,,,,,,,,,,,,,,
TNP1,RAI2,SLC39A8,,,,SNX10,,,,,,,,,,,,,,,,,,,,,,
PPP1R2C,GUCY1B2,SPNS1,,,,HIVEP3,,,,,,,,,,,,,,,,,,,,,,
JAKMIP2-AS1,FAM163A,BRD9,,,,FIG4,,,,,,,,,,,,,,,,,,,,,,
KNG1,ALDH7A1,MAEA,,,,ITGA2,,,,,,,,,,,,,,,,,,,,,,
EEF1A1P9,LMBR1L,PLXNB2,,,,USP8,,,,,,,,,,,,,,,,,,,,,,
PPIAP31,PTPA,EIF4H,,,,MMP12,,,,,,,,,,,,,,,,,,,,,,
LINC00507,OR5V1,LINC00221,,,,SCPEP1,,,,,,,,,,,,,,,,,,,,,,
SLC34A1,C1orf115,ADCK2,,,,SNRPA1,,,,,,,,,,,,,,,,,,,,,,
RAX2,SLC7A4,NFKBIB,,,,GMEB1,,,,,,,,,,,,,,,,,,,,,,
IL5RA,WNT5B,ABCA13,,,,LINC00944,,,,,,,,,,,,,,,,,,,,,,
CDC42BPG,VN1R1,NEURL3,,,,EDC4,,,,,,,,,,,,,,,,,,,,,,
UGT2A3,SH3TC1,UBN1,,,,GIMAP2,,,,,,,,,,,,,,,,,,,,,,
LINC00905,TAF1C,FERMT3,,,,SYNGR2,,,,,,,,,,,,,,,,,,,,,,
IYD,PAMR1,ELOVL1,,,,HNRNPD,,,,,,,,,,,,,,,,,,,,,,
LINC00437,TPST2,SCN9A,,,,HK2,,,,,,,,,,,,,,,,,,,,,,
LINC01638,ZNF227,CTSC,,,,BCL7B,,,,,,,,,,,,,,,,,,,,,,
GPR45,AKT1,CARD19,,,,AFAP1,,,,,,,,,,,,,,,,,,,,,,
FCRL4,PXMP4,G3BP2,,,,MSH3,,,,,,,,,,,,,,,,,,,,,,
KLK3,TAF5,SULF1,,,,PSMB3,,,,,,,,,,,,,,,,,,,,,,
FAM47B,RGL3,MED6,,,,TSPAN33,,,,,,,,,,,,,,,,,,,,,,
RPL7P25,ANKRD50,SLC39A11,,,,TADA3,,,,,,,,,,,,,,,,,,,,,,
LINC02838,WDR73,DDX19A,,,,GAK,,,,,,,,,,,,,,,,,,,,,,
SPATA31F2P,KHDRBS2,THAP1,,,,DNAJB1,,,,,,,,,,,,,,,,,,,,,,
PRR20A,SLC27A1,PTPRN2-AS1,,,,WDR45B,,,,,,,,,,,,,,,,,,,,,,
PRR20B,ECM1,ZC3H18,,,,,,,,,,,,,,,,,,,,,,,,,,
PRR20C,WASHC3,LINC01194,,,,,,,,,,,,,,,,,,,,,,,,,,
PRR20D,BDKRB2,GABRA2,,,,,,,,,,,,,,,,,,,,,,,,,,
PRR20E,NBR1,E4F1,,,,,,,,,,,,,,,,,,,,,,,,,,
RPH3AL-AS2,NUP88,ARPC1B,,,,,,,,,,,,,,,,,,,,,,,,,,
TSGA13,ARHGAP42,DDX54,,,,,,,,,,,,,,,,,,,,,,,,,,
C10orf55,SCOC,RNPEP,,,,,,,,,,,,,,,,,,,,,,,,,,
ARGLU1-DT,ZKSCAN7,UIMC1,,,,,,,,,,,,,,,,,,,,,,,,,,
AQP2,ABHD4,SLC49A3,,,,,,,,,,,,,,,,,,,,,,,,,,
CDY1,PDPN,DNM2,,,,,,,,,,,,,,,,,,,,,,,,,,
CDY1B,RIPK2,SERTAD3,,,,,,,,,,,,,,,,,,,,,,,,,,
OR3A1,ZNF615,LONP1,,,,,,,,,,,,,,,,,,,,,,,,,,
SNORA3A,FBXO30,BSG,,,,,,,,,,,,,,,,,,,,,,,,,,
RN7SKP115,SLC16A2,ZNF282,,,,,,,,,,,,,,,,,,,,,,,,,,
MIR7-1,PIDD1,IER2,,,,,,,,,,,,,,,,,,,,,,,,,,
PRSS3P3,ZNF614,HEXIM1,,,,,,,,,,,,,,,,,,,,,,,,,,
CFAP100,POU2F1,PAK2,,,,,,,,,,,,,,,,,,,,,,,,,,
PSG9,LRR1,SPATA2L,,,,,,,,,,,,,,,,,,,,,,,,,,
IGLV4-3,RHOBTB1,HM13,,,,,,,,,,,,,,,,,,,,,,,,,,
C8orf34,ASPA,YIPF2,,,,,,,,,,,,,,,,,,,,,,,,,,
LINC01990,WDR48,DHX37,,,,,,,,,,,,,,,,,,,,,,,,,,
PPIAP11,ZNF586,SDF4,,,,,,,,,,,,,,,,,,,,,,,,,,
RTP1,CNOT6L,TYK2,,,,,,,,,,,,,,,,,,,,,,,,,,
RNF11P2,P2RX1,IFI16,,,,,,,,,,,,,,,,,,,,,,,,,,
RPS29P28,ZNF335,HEATR6,,,,,,,,,,,,,,,,,,,,,,,,,,
HMGN2P3,MAGI3,ABHD8,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKRD40CL,GDF15,ATXN7L3,,,,,,,,,,,,,,,,,,,,,,,,,,
RPL21,TBCE,GTF2E2,,,,,,,,,,,,,,,,,,,,,,,,,,
RPL21P1,ZNF181,NRAS,,,,,,,,,,,,,,,,,,,,,,,,,,
RPL21P11,PDIK1L,GFM2,,,,,,,,,,,,,,,,,,,,,,,,,,
RPL21P119,ESR2,TMUB1,,,,,,,,,,,,,,,,,,,,,,,,,,
RPL21P28,ENTPD1,SRRT,,,,,,,,,,,,,,,,,,,,,,,,,,
RPL21P53,ABL1,ATP6V0B,,,,,,,,,,,,,,,,,,,,,,,,,,
RPL21P75,ZNF660,ZNF213,,,,,,,,,,,,,,,,,,,,,,,,,,
RPL21P80,PRRT2,SUPT6H,,,,,,,,,,,,,,,,,,,,,,,,,,
RPL21P93,FES,APLP2,,,,,,,,,,,,,,,,,,,,,,,,,,
RPL21P97,TRIB3,H2AX,,,,,,,,,,,,,,,,,,,,,,,,,,
SNORA27,CHD1L,DNAJC1,,,,,,,,,,,,,,,,,,,,,,,,,,
GRIK1-AS1,CFC1B,LINC00861,,,,,,,,,,,,,,,,,,,,,,,,,,
BEND2,ANO1,MCPH1,,,,,,,,,,,,,,,,,,,,,,,,,,
LINC00375,BDNF,RBM10,,,,,,,,,,,,,,,,,,,,,,,,,,
LINC03076,H6PD,WFS1,,,,,,,,,,,,,,,,,,,,,,,,,,
LINC03121,SNORD123,SQSTM1,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKRD2,P2RX4,ENO1,,,,,,,,,,,,,,,,,,,,,,,,,,
LINC00690,ADO,EXOSC9,,,,,,,,,,,,,,,,,,,,,,,,,,
GPR137,PRKD1,ARNT2,,,,,,,,,,,,,,,,,,,,,,,,,,
LIPJ,PDP2,CLCC1,,,,,,,,,,,,,,,,,,,,,,,,,,
GNAT2,HDDC2,POLD1,,,,,,,,,,,,,,,,,,,,,,,,,,
LINC01808,C1orf131,AGTRAP,,,,,,,,,,,,,,,,,,,,,,,,,,
LINC01905,DNAJC5,PPP3CC,,,,,,,,,,,,,,,,,,,,,,,,,,
ARHGEF7-AS2,SNORD78,SYNGR3,,,,,,,,,,,,,,,,,,,,,,,,,,
HNF4A,NOL7,AP1M1,,,,,,,,,,,,,,,,,,,,,,,,,,
CASC17,CCDC81,DOT1L,,,,,,,,,,,,,,,,,,,,,,,,,,
PRKCA-AS1,CPLX1,PRKACB,,,,,,,,,,,,,,,,,,,,,,,,,,
MIR4290HG,LY6G5C,TUBB4B,,,,,,,,,,,,,,,,,,,,,,,,,,
TMEM19,CD276,MS4A4A,,,,,,,,,,,,,,,,,,,,,,,,,,
CHRDL2,CTPS2,PNKP,,,,,,,,,,,,,,,,,,,,,,,,,,
CIMAP1A,CGB1,HOXA7,,,,,,,,,,,,,,,,,,,,,,,,,,
LINC01134,OLFM3,DCAF15,,,,,,,,,,,,,,,,,,,,,,,,,,
ZPLD2P,GNG13,CLCF1,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMD14,MSL3,TBC1D10B,,,,,,,,,,,,,,,,,,,,,,,,,,
DNAJC2P1,DOCK6,TACO1,,,,,,,,,,,,,,,,,,,,,,,,,,
ARHGAP26-AS1,COPS4,MGAT4B,,,,,,,,,,,,,,,,,,,,,,,,,,
PIK3CA-DT,FNDC5,ALDH16A1,,,,,,,,,,,,,,,,,,,,,,,,,,
MIR6762,NOXA1,CAPNS1,,,,,,,,,,,,,,,,,,,,,,,,,,
RAB1AP2,NPFF,INTS1,,,,,,,,,,,,,,,,,,,,,,,,,,
LINC00424,ZNF544,ZBTB7A,,,,,,,,,,,,,,,,,,,,,,,,,,
AGBL1,HSPA12B,TRAFD1,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFAND6,UGT1A5,POLR2J,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFAND6P1,RASL11A,JOSD1,,,,,,,,,,,,,,,,,,,,,,,,,,
FCAR,FUT4,UPP1,,,,,,,,,,,,,,,,,,,,,,,,,,
CST11,EDARADD,DACT3,,,,,,,,,,,,,,,,,,,,,,,,,,
TOB1-AS1,ABHD2,CAAP1,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE6C,RO60,CHADL,,,,,,,,,,,,,,,,,,,,,,,,,,
TSPYL6,MRPL35,GIT1,,,,,,,,,,,,,,,,,,,,,,,,,,
STXBP5L,NAXD,CXCL9,,,,,,,,,,,,,,,,,,,,,,,,,,
TRIM31,SPEM2,POP7,,,,,,,,,,,,,,,,,,,,,,,,,,
GCM2,NOTCH2,NUP210,,,,,,,,,,,,,,,,,,,,,,,,,,
SMARCAD1-DT,GIPC3,FBXO42,,,,,,,,,,,,,,,,,,,,,,,,,,
LINC03032,MAN2C1,CEP41,,,,,,,,,,,,,,,,,,,,,,,,,,
MRGPRG-AS1,FOXS1,RNF10,,,,,,,,,,,,,,,,,,,,,,,,,,
BTF3P11,ZNF256,CARD6,,,,,,,,,,,,,,,,,,,,,,,,,,
CFAP54,EMILIN1,LRRC8C,,,,,,,,,,,,,,,,,,,,,,,,,,
CABP1,RRAS2,CYB5B,,,,,,,,,,,,,,,,,,,,,,,,,,
LINC01122,HERC2P2,CD320,,,,,,,,,,,,,,,,,,,,,,,,,,
SYT7,ZNF570,EGR3,,,,,,,,,,,,,,,,,,,,,,,,,,
UCA1-AS1,FUT3,FABP7,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF861P,HSD17B1,PSTPIP2,,,,,,,,,,,,,,,,,,,,,,,,,,
PAX8,ISYNA1,KIF1A,,,,,,,,,,,,,,,,,,,,,,,,,,
ZBTB8B,OVGP1,ACOX3,,,,,,,,,,,,,,,,,,,,,,,,,,
LINC02770,TMEM187,CHST11,,,,,,,,,,,,,,,,,,,,,,,,,,
MRPS11P1,ZNF777,S100A5,,,,,,,,,,,,,,,,,,,,,,,,,,
WWP1-AS1,MMP13,PSMD11,,,,,,,,,,,,,,,,,,,,,,,,,,
JPH2,ARPIN,EMC1,,,,,,,,,,,,,,,,,,,,,,,,,,
DMC1,CD209,ARMC7,,,,,,,,,,,,,,,,,,,,,,,,,,
MIR372,HSD11B2,IL15RA,,,,,,,,,,,,,,,,,,,,,,,,,,
MIR373,AGL,PANK4,,,,,,,,,,,,,,,,,,,,,,,,,,
ADRA1A,FOXN3,CHPF2,,,,,,,,,,,,,,,,,,,,,,,,,,
CYCSP44,SLC46A2,SESN2,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPK10-AS1,TINAG,BFSP1,,,,,,,,,,,,,,,,,,,,,,,,,,
GYPA,PRRX2,PVR,,,,,,,,,,,,,,,,,,,,,,,,,,
CDC14C,NAPEPLD,ALKBH1,,,,,,,,,,,,,,,,,,,,,,,,,,
LUNAR1,SLC9A1,INPP5F,,,,,,,,,,,,,,,,,,,,,,,,,,
LINC02673,BCL6B,CLLU1-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,
LINC00582,PAPSS1,DIPK1C,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNT2-AS1,ZNF229,TSPAN14,,,,,,,,,,,,,,,,,,,,,,,,,,
LINC00587,U2SURP,RAD54L,,,,,,,,,,,,,,,,,,,,,,,,,,
DNAH5,GPR108,PSMA3,,,,,,,,,,,,,,,,,,,,,,,,,,
NPM1P6,SNORD56,FAM86DP,,,,,,,,,,,,,,,,,,,,,,,,,,
NPM1P7,SSH3,DCTN6,,,,,,,,,,,,,,,,,,,,,,,,,,
DEFB106A,C1QL3,IFNGR2,,,,,,,,,,,,,,,,,,,,,,,,,,
DEFB106B,OAZ3,SEC61G,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE6B-AS1,CST7,CAST,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSBG2,ACKR3,CRLF1,,,,,,,,,,,,,,,,,,,,,,,,,,
LINC01922,RDH13,HEXIM2,,,,,,,,,,,,,,,,,,,,,,,,,,
FHIP1A-DT,VIT,PGAP6,,,,,,,,,,,,,,,,,,,,,,,,,,
GPR37L1,LOC646214,DNTTIP2,,,,,,,,,,,,,,,,,,,,,,,,,,
H2BC15,BRSK1,ADGRE5,,,,,,,,,,,,,,,,,,,,,,,,,,
GOT1L1,TRIP6,UQCRC1,,,,,,,,,,,,,,,,,,,,,,,,,,
LINC02250,FOXO3B,SPSB1,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF2A1-AS1,MXRA8,GNA15,,,,,,,,,,,,,,,,,,,,,,,,,,
CLXN,PCSK5,DDA1,,,,,,,,,,,,,,,,,,,,,,,,,,
IFNA6,ADAMTSL2,TUBG1,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFP42,ABCA10,NSUN3,,,,,,,,,,,,,,,,,,,,,,,,,,
RNU6-913P,PPP1R14A,CEP68,,,,,,,,,,,,,,,,,,,,,,,,,,
DGAT2-DT,MIRLET7F1,GNPTG,,,,,,,,,,,,,,,,,,,,,,,,,,
TAFA4,WDR90,POLDIP2,,,,,,,,,,,,,,,,,,,,,,,,,,
EEF1A1,LAG3,VANGL1,,,,,,,,,,,,,,,,,,,,,,,,,,
ANGPTL3,AHCTF1,MGRN1,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF99,MAP10,POLR3K,,,,,,,,,,,,,,,,,,,,,,,,,,
LINC03095,ZNF837,TMEM222,,,,,,,,,,,,,,,,,,,,,,,,,,
GOLGA8CP,ISG20,SLC35A2,,,,,,,,,,,,,,,,,,,,,,,,,,
GOLGA8DP,DPY19L4,HSPBP1,,,,,,,,,,,,,,,,,,,,,,,,,,
GOLGA8F,SENP6,PEX5L,,,,,,,,,,,,,,,,,,,,,,,,,,
GOLGA8G,G2E3,MCCC2,,,,,,,,,,,,,,,,,,,,,,,,,,
XACT,MB,PAFAH2,,,,,,,,,,,,,,,,,,,,,,,,,,
LINC00320,HSF2,MSRA,,,,,,,,,,,,,,,,,,,,,,,,,,
